SCHL,gmajor,fod1p,_TYPE_,_FREQ_,p50adj_wagp,p25adj_wagp,p75adj_wagp,pop,meanadj_wagp,mean_grad_degree,mean_grad_degree_all,mean_employed_all,pct_ts,pct_tsg,p50r,p25r,p75r,pct_ts_all,pct_tsg_all
Bachelors,Education,Language and drama education,7,4021,44035.198647,33143.408599,56144.878275,373825,49050.40346,0,0,0.9610528253,0.0025864379,0.0335877826,44000,33000,56000,0.0032446636,0.0358403191
Bachelors,Education,Art and music education,7,5830,43415.176649,30970.969728,57448.574904,560393,47750.574072,0,0,0.9680510464,0.0038772733,0.0503507209,43000,31000,57000,0.0045428224,0.0501796881
Bachelors,Education,Miscellaneous education,7,5936,50062.300812,35132.013114,72265.596033,514404,59176.096925,0,0,0.959919469,0.0035590825,0.0462186577,50000,35000,72000,0.0037317837,0.0412210124
Bachelors,Health,Nutrition sciences,7,2025,47559.185772,31612.992706,68494.817529,213425,56887.200429,0,0,0.9544622159,0.0014766549,0.0198162854,48000,32000,68000,0.0017807804,0.0234862815
Bachelors,Health,Communication disorders sciences and services,7,1744,44258.189788,31540.456299,62172.218988,177122,51652.270446,0,0,0.9608644546,0.00122548,0.0164455902,44000,32000,62000,0.0016079331,0.0212066397
Bachelors,Health,Health and medical administrative services,7,4819,52688.321176,36329.038884,77427.424321,496850,62905.558343,0,0,0.9561435375,0.003437629,0.0461319967,53000,36000,77000,0.0032766569,0.0432150338
Bachelors,Health,Health and medical preparatory programs,7,647,48836.83556,30523.022225,79492.155636,74756,65800.344511,0,0,0.9490100781,0.0005172253,0.0069410155,49000,31000,79000,0.0006146867,0.0081069541
Bachelors,Health,Nursing,7,62439,65221.12383,49715.112898,84301.313881,6639314,70062.074769,0,0,0.9792423123,0.0459363963,0.6164532781,65000,50000,84000,0.0456742541,0.6023866658
Bachelors,Health,Pharmacy and pharmaceutical sciences and administration,7,5586,110087.99662,71810.71863,130442.24766,550534,107813.30929,0,0,0.9717970421,0.0038090604,0.0511164992,110000,72000,130000,0.0036971464,0.0487607677
Bachelors,Health,Treatment therapy professions,7,9423,61941.939457,40049.84065,82858.521496,949032,66677.784862,0,0,0.9808127548,0.006566207,0.0881166168,62000,40000,83000,0.0070185562,0.0925660368
Bachelors,Health,Miscellaneous health medical professions,7,15971,54350.936525,37645.060744,73763.649646,1669149,61415.52145,0,0,0.9647733112,0.0115485862,0.1549787181,54000,38000,74000,0.0121521394,0.1602716206
Bachelors,Humanities and liberal arts,Area ethnic and civilization studies,7,3281,48389.376554,30970.969728,75093.451218,333815,65196.027362,0,0,0.9386727869,0.0023096148,0.0298637343,48000,31000,75000,0.0026611615,0.0309310745
Bachelors,Humanities and liberal arts,Linguistics and comparative language and literature,7,1798,45784.533337,27619.507165,70456.317835,193540,57753.790973,0,0,0.9266549716,0.0013390736,0.017314462,46000,28000,70000,0.0017475717,0.0203122842
Bachelors,Humanities and liberal arts,"French, german, latin and other common foreign language studies",7,6076,49539.598478,32038.628312,71810.71863,615709,60600.198066,0,0,0.9510773374,0.0042599962,0.0550825157,50000,32000,72000,0.0051194387,0.0595039938
Bachelors,Humanities and liberal arts,Other foreign languages,7,1518,46801.967412,30037.380487,77178.329865,156149,63238.471411,0,0,0.9426214695,0.001080371,0.013969391,47000,30000,77000,0.0013960952,0.0162270214
Bachelors,Humanities and liberal arts,English language and literature,7,30293,49715.112898,32610.561915,77334.620063,3150928,64801.36595,0,0,0.9447811254,0.021800788,0.2818881012,50000,33000,77000,0.0249345142,0.2898175511
Bachelors,Humanities and liberal arts,Composition and speech,7,2032,43528.343293,30037.380487,68494.817529,208706,56702.32329,0,0,0.9299405546,0.0014440048,0.0186712416,44000,30000,68000,0.0016010328,0.0186090407
Bachelors,Humanities and liberal arts,Liberal arts,7,19103,50062.300812,32610.561915,76924.948917,2091154,63639.786899,0,0,0.9451173702,0.0144683741,0.1870786734,50000,33000,77000,0.0158722821,0.1844858847
Bachelors,Humanities and liberal arts,Humanities,7,1338,45295.991751,30037.380487,68254.557903,136280,57173.203452,0,0,0.9237488981,0.0009429004,0.0121918719,45000,30000,68000,0.0011453588,0.0133126751
Bachelors,Humanities and liberal arts,Multi/interdisciplinary studies,7,1800,45424.088935,32557.890373,57993.742227,171520,51597.7397,0,0,0.9416806993,0.0011867206,0.0153445103,45000,33000,58000,0.0012709256,0.0147721559
Bachelors,Humanities and liberal arts,Intercultural and international studies,7,1854,48059.80878,31925.519019,75093.451218,192792,63185.834096,0,0,0.9408889579,0.0013338983,0.0172475445,48000,32000,75000,0.0015172167,0.0176348341
Bachelors,Humanities and liberal arts,Philosophy and religious studies,7,6034,47117.662552,29938.604071,74859.8377,631720,64411.669706,0,0,0.940314308,0.0043707739,0.0565148906,47000,30000,75000,0.0048227388,0.056055407
Bachelors,Humanities and liberal arts,Theology and religious vocations,7,7772,40697.362967,27033.642439,58346.638207,754856,48776.865947,0,0,0.9631193179,0.005222733,0.0675308749,41000,27000,58000,0.0054222496,0.06302361
Bachelors,Humanities and liberal arts,Art history and criticism,7,2522,45424.088935,29349.505723,71810.71863,257793,62725.12289,0,0,0.9402702135,0.0017836303,0.0230626594,45000,29000,72000,0.0022058169,0.0256385362
Bachelors,Humanities and liberal arts,History,7,22226,51924.673471,33480.176899,82565.997463,2282977,70858.579979,0,0,0.9475464584,0.0157955681,0.2042395293,52000,33000,83000,0.0163188088,0.1896759312
Bachelors,"Industrial arts, consumer services, and recreation",Family and consumer sciences,7,10623,42150.656941,29505.588151,61046.04445,1051488,50526.22916,0,0,0.9580116422,0.0072750844,0.2745555752,42000,30000,61000,0.0090428338,0.331620758
Bachelors,"Industrial arts, consumer services, and recreation",Military technologies,7,109,71220.385192,36881.824823,98122.109592,12460,90889.78603,0,0,0.9756740665,0.0000862088,0.0032534489,71000,37000,98000,0.0000781893,0.002867374
Bachelors,"Industrial arts, consumer services, and recreation","Physical fitness, parks, recreation, and leisure",7,14064,45784.533337,31540.456299,65333.518258,1480369,54589.499473,0,0,0.9617962173,0.0102424463,0.3865413227,46000,32000,65000,0.0102052134,0.374247796
Bachelors,"Industrial arts, consumer services, and recreation",Miscellaneous industrial arts and consumer services,7,6508,61046.04445,38530.798816,90112.141462,713533,73018.321065,0,0,0.9579630831,0.0049368255,0.1863116491,61000,39000,90000,0.0044149314,0.16190532
Bachelors,"Industrial arts, consumer services, and recreation",Transportation sciences and technologies,7,5473,72265.596033,44035.198647,105440.81686,571932,84741.820596,0,0,0.9663107076,0.0039571099,0.1493380041,72000,44000,105000,0.0035274321,0.129358752
Bachelors,Law and public policy,Pre-law and legal studies,7,2618,49715.112898,33143.408599,72830.254943,288685,61436.738523,0,0,0.9321847052,0.0019973673,0.069383941,50000,33000,73000,0.0020480002,0.0775856107
Bachelors,Law and public policy,Criminal justice and fire protection,7,33511,53943.118342,36881.824823,78097.189267,3611955,62933.93247,0,0,0.9575457007,0.0249905632,0.868114632,54000,37000,78000,0.0225843666,0.8555770207
Bachelors,Law and public policy,Public administration,7,2005,60548.398139,39893.587409,92396.592092,203764,72687.909573,0,0,0.9427486792,0.0014098119,0.0489736195,61000,40000,92000,0.0013632254,0.0516438806
Bachelors,Law and public policy,Public policy,7,587,63225.985411,38713.71216,99079.196955,56285,84365.121456,0,0,0.9413362905,0.0003894273,0.0135278075,63000,39000,99000,0.0004010572,0.015193488
Bachelors,Physical sciences,Multidisciplinary or general science,7,12967,56780.111169,36881.824823,86961.49844,1615230,71090.60444,0,0,0.9568945089,0.0111755289,0.4567285194,57000,37000,87000,0.0110237094,0.4561167053
Bachelors,Physical sciences,Physical sciences,7,314,59786.030177,38667.310032,96656.237046,32857,72670.465305,0,0,0.9539819782,0.0002273325,0.0092907691,60000,39000,97000,0.0002146222,0.0088802032
Bachelors,Physical sciences,Astronomy and astrophysics,7,139,63851.038038,34784.599376,110478.02866,14004,83263.801734,0,0,0.9135871699,0.0000968915,0.0039598238,64000,35000,110000,0.0001008563,0.0041730263
Bachelors,Physical sciences,Atmospheric sciences and meteorology,7,610,65221.12383,41096.890517,100124.60162,62705,76436.541777,0,0,0.9662087319,0.0004338463,0.017730702,65000,41000,100000,0.0003756688,0.0155436615
Bachelors,Physical sciences,Chemistry,7,8681,61076.006991,40049.84065,93906.324362,896613,75073.043589,0,0,0.9540317263,0.006203528,0.2535296694,61000,40000,94000,0.0062905491,0.26027759
Bachelors,Physical sciences,Geology and earth science,7,4130,64279.751835,41062.822738,99430.225796,396518,81555.747925,0,0,0.9496558623,0.0027434473,0.1121209234,64000,41000,99000,0.002645206,0.1094479736
Bachelors,Physical sciences,Geosciences,7,325,65182.03691,41306.711759,91569.066675,31316,75507.066499,0,0,0.9484969519,0.0002166706,0.0088550301,65000,41000,92000,0.0002193483,0.0090757512
Bachelors,Physical sciences,Oceanography,7,424,60873.048908,38667.310032,91677.678846,39735,72041.159984,0,0,0.9497387253,0.0002749204,0.0112356183,61000,39000,92000,0.0002735971,0.0113203457
Bachelors,Physical sciences,Physics,7,3559,76307.555562,41714.797041,116001.93009,364091,90830.187153,0,0,0.9580790643,0.0025190898,0.1029517427,76000,42000,116000,0.0024884788,0.1029632334
Bachelors,Physical sciences,"Nuclear, industrial radiology, and biological technologies",7,832,65221.12383,46456.454593,88382.422929,83452,75002.473558,0,0,0.9662806609,0.0005773916,0.0235972019,65000,46000,88000,0.0005365798,0.0222015098
Bachelors,Psychology and social work,Psychology,7,49141,45784.533337,31612.992706,70087.221137,5215683,58201.713171,0,0,0.9433822118,0.0360865115,0.7776418843,46000,32000,70000,0.0404917052,0.7837705349
Bachelors,Psychology and social work,Industrial and organizational psychology,7,586,64279.751835,38989.35767,95118.371543,59182,77680.903845,0,0,0.9270673887,0.0004094712,0.0088238495,64000,39000,95000,0.0004366,0.0084509698
Bachelors,Psychology and social work,Social psychology,7,280,49539.598478,35828.0584,73763.649646,25871,59552.534721,0,0,0.9033577837,0.0001789975,0.0038572845,50000,36000,74000,0.0002141767,0.0041456739
Bachelors,Psychology and social work,Human services and community organization,7,3023,40043.124094,29505.459859,55239.014331,312289,48168.269933,0,0,0.9339401479,0.0021606797,0.0465613049,40000,30000,55000,0.002285333,0.0442356434
Bachelors,Psychology and social work,Social work,7,10500,41051.086666,30824.639053,55068.530894,1094025,46855.935974,0,0,0.9505494079,0.0075693913,0.1631156768,41000,31000,55000,0.0082348892,0.159397178
Bachelors,Social sciences,Interdisciplinary social sciences,7,2086,45114.379238,32003.335386,68254.557903,207938,55938.245992,0,0,0.949162619,0.0014386912,0.0212581742,45000,32000,68000,0.0015673252,0.0228693704
Bachelors,Social sciences,General social sciences,7,3656,50062.300812,33907.102958,75093.451218,366047,61711.813095,0,0,0.9474170636,0.0025326231,0.0374221686,50000,34000,75000,0.0027926601,0.0407486451
Bachelors,Social sciences,Economics,7,26212,71220.385192,43480.74922,114136.9667,2789121,102055.14501,0,0,0.9541392895,0.0192975008,0.2851408595,71000,43000,114000,0.0185970477,0.2713557905
Bachelors,Social sciences,Anthropology and archeology,7,4419,44767.099263,28996.871114,68496.37777,451147,57252.408074,0,0,0.9371291728,0.003121417,0.0461222168,45000,29000,68000,0.003588523,0.0523613486
Bachelors,Social sciences,Criminology,7,2960,52176.899064,36132.798016,76395.058663,316455,61671.953448,0,0,0.9560612725,0.0021895037,0.032352218,52000,36000,76000,0.002021406,0.0294950164
Bachelors,Social sciences,Geography,7,4602,55849.620446,39048.594634,82565.997463,452674,67392.846528,0,0,0.947641222,0.003131982,0.0462783269,56000,39000,83000,0.0030646835,0.0447178291
Bachelors,Social sciences,International relations,7,2700,58346.638207,39132.674298,94621.368897,289977,80080.097491,0,0,0.946683923,0.0020063064,0.0296452865,58000,39000,95000,0.0021165532,0.0308833406
Bachelors,Social sciences,Political science and government,7,25683,60548.398139,38667.310032,96744.667014,2732281,81737.446504,0,0,0.9452724852,0.0189042336,0.2793299225,61000,39000,97000,0.0187914096,0.27419179
Bachelors,Social sciences,Sociology,7,20550,48836.83556,33143.408599,72089.71317,2116955,60270.674648,0,0,0.9498124619,0.0146468873,0.2164231556,49000,33000,72000,0.015573621,0.2272399524
Bachelors,Social sciences,Miscellaneous social sciences,7,582,56343.794617,39219.700175,86961.49844,58960,73172.411461,0,0,0.956621953,0.0004079352,0.0060276715,56000,39000,87000,0.0004205863,0.0061369169
Graduate degree,Agriculture and natural resources,General agriculture,7,1466,66286.817197,41429.260748,99430.225796,142560,84849.462987,1,1,0.9722188772,0.0017361764,0.1510745623,66000,41000,99000,0.0016390093,0.1511956662
Graduate degree,Agriculture and natural resources,Agricultural economics,7,638,81394.725933,51634.554752,122092.0889,53384,105978.01289,1,1,0.979380418,0.0006501406,0.0565724217,81000,52000,122000,0.00058797,0.0542391727
Graduate degree,Agriculture and natural resources,Animal sciences,7,2851,72265.596033,45136.078613,104583.59679,249740,87002.104146,1,1,0.989076027,0.0030414751,0.2646560129,72000,45000,105000,0.0027677432,0.2553193411
Graduate degree,Agriculture and natural resources,Food science,7,627,79263.357564,53683.014196,122092.0889,62278,102023.08269,1,1,0.9805325519,0.0007584567,0.0659976262,79000,54000,122000,0.0008107631,0.0747914431
Graduate degree,Agriculture and natural resources,Plant science and agronomy,7,1231,66387.284682,44035.198647,102204.2001,109380,80024.851344,1,1,0.9739160739,0.0013320915,0.1159128481,66000,44000,102000,0.0012985616,0.1197899773
Graduate degree,Agriculture and natural resources,Soil science,7,137,71220.385192,45136.078613,100005.72321,11676,80852.444823,1,1,0.972258553,0.0001421969,0.0123733627,71000,45000,100000,0.0001428465,0.0131773327
Graduate degree,Agriculture and natural resources,Miscellaneous agriculture,7,1060,66133.214821,44035.198647,102381.83685,92372,86586.086318,1,1,0.9669628932,0.0011249585,0.0978890255,66000,44000,102000,0.0010367966,0.0956426198
Graduate degree,Agriculture and natural resources,Forestry,7,937,75093.451218,50062.300812,110137.06179,82804,88020.503319,1,1,0.9712008976,0.001008434,0.0877495655,75000,50000,110000,0.0009377823,0.0865087336
Graduate degree,Agriculture and natural resources,Natural resources management,7,1590,68168.082969,47058.562764,100124.60162,139446,84546.858868,1,1,0.9721048995,0.0016982523,0.147774575,68000,47000,100000,0.0016188468,0.1493357136
Graduate degree,Architecture and engineering,Architecture,7,6051,71656.116799,47819.401486,105130.83171,594479,89032.2635,1,1,0.9442491291,0.0072399017,0.0684521112,72000,48000,105000,0.0073258523,0.0766998648
Graduate degree,Architecture and engineering,General engineering,7,10726,101743.40742,67391.597484,142440.77038,1266031,121305.21409,1,1,0.9711945856,0.015418442,0.1457789003,102000,67000,142000,0.0137767065,0.1442387145
Graduate degree,Architecture and engineering,Aerospace engineering,7,2590,111917.74816,82589.252609,145493.07261,243099,125157.30913,1,1,0.981759305,0.0029605972,0.0279919725,112000,83000,145000,0.0025603234,0.0268059535
Graduate degree,Architecture and engineering,Architectural engineering,7,303,82193.781034,61649.278106,120786.78194,27946,101109.13208,1,1,0.9697309767,0.0003403422,0.003217881,82000,62000,121000,0.0003107781,0.0032537704
Graduate degree,Architecture and engineering,Biomedical engineering,7,2245,85355.080305,52688.321176,132573.63439,218693,115794.4846,1,1,0.979662746,0.0026633671,0.0251817096,85000,53000,133000,0.002559816,0.0268006411
Graduate degree,Architecture and engineering,Chemical engineering,7,6993,110137.06179,75004.292404,158064.96353,675789,136894.74779,1,1,0.9724253481,0.0082301409,0.0778146643,110000,75000,158000,0.0075122996,0.0786519221
Graduate degree,Architecture and engineering,Civil engineering,7,8529,99079.196955,70087.221137,132266.42964,808649,115773.08417,1,1,0.9696370688,0.0098481852,0.0931130138,99000,70000,132000,0.0088471537,0.0926275147
Graduate degree,Architecture and engineering,Electrical engineering,7,22135,112139.55382,82858.521496,152615.11112,2150276,131719.18549,1,1,0.970625959,0.026187278,0.2475965206,112000,83000,153000,0.0233121886,0.2440728572
Graduate degree,Architecture and engineering,"Engineering mechanics, physics, and science",7,867,108987.11665,77978.71534,154669.24013,80580,131968.71412,1,1,0.9771437614,0.0009813488,0.0092784962,109000,78000,155000,0.0008642805,0.0090488034
Graduate degree,Architecture and engineering,Environmental engineering,7,646,88109.64943,61046.04445,120149.52195,60732,102577.99049,1,1,0.9700380993,0.0007396287,0.0069930706,88000,61000,120000,0.0007016365,0.0073459608
Graduate degree,Architecture and engineering,Geological and geophysical engineering,7,155,115592.39645,76307.555562,170636.39476,13987,147103.64905,1,1,0.9902900688,0.0001703416,0.0016105526,116000,76000,171000,0.0001539381,0.0016116937
Graduate degree,Architecture and engineering,Industrial and manufacturing engineering,7,3806,102204.2001,73297.96169,143621.43726,372107,125195.42046,1,1,0.9652239521,0.0045317296,0.042846778,102000,73000,144000,0.0041758766,0.0437203964
Graduate degree,Architecture and engineering,Mechanical engineering,7,15776,106830.57779,78265.348596,143621.43726,1526848,126249.75844,1,1,0.9735877947,0.018594819,0.1758110365,107000,78000,144000,0.0162135447,0.1697518087
Graduate degree,Architecture and engineering,Metallurgical engineering,7,422,110087.99662,72265.596033,143114.3956,41773,125857.55185,1,1,0.9674292361,0.0005087352,0.0048100102,110000,72000,143000,0.0004511321,0.0047232422
Graduate degree,Architecture and engineering,Mining and mineral engineering,7,253,105376.64235,76091.311135,154854.84864,23211,141564.8662,1,1,0.9593928488,0.0002826767,0.0026726629,105000,76000,155000,0.000246187,0.002577517
Graduate degree,Architecture and engineering,Petroleum engineering,7,365,139173.19626,87751.080897,223277.86162,33969,180434.88052,1,1,0.9768147055,0.0004136937,0.0039114077,139000,88000,223000,0.0003514058,0.0036791316
Graduate degree,Architecture and engineering,Miscellaneous engineering,7,1219,99708.539268,63225.985411,132105.59594,120214,115586.22212,1,1,0.9633450204,0.0014640341,0.0138422082,100000,63000,132000,0.0013779475,0.0144267699
Graduate degree,Architecture and engineering,Engineering technologies,7,473,77334.620063,49553.551565,108701.87305,51405,93423.054298,1,1,0.9596433443,0.0006260392,0.0059191002,77000,50000,109000,0.0005779911,0.006051424
Graduate degree,Architecture and engineering,Engineering and industrial management,7,607,105376.64235,71950.2159,147527.29929,59000,124184.05471,1,1,0.9495397464,0.0007185354,0.0067936371,105000,72000,148000,0.0006679968,0.0069937611
Graduate degree,Architecture and engineering,Industrial production technologies,7,810,88070.397294,60762.915764,117794.15638,75904,103167.25774,1,1,0.9615406647,0.0009244019,0.0087400716,88000,61000,118000,0.0008286913,0.008676193
Graduate degree,Architecture and engineering,Mechanical engineering related technologies,7,299,90272.157226,65039.03643,117794.15638,29517,101801.77969,1,1,0.969037809,0.0003594747,0.003398776,90000,65000,118000,0.0003243889,0.003396272
Graduate degree,Architecture and engineering,Miscellaneous engineering technologies,7,1942,88783.446555,61941.939457,118722.05063,210388,98324.779953,1,1,0.955845255,0.0025622241,0.0242254189,89000,62000,119000,0.0023731016,0.0248457879
Graduate degree,Arts,Fine arts,7,5287,55239.014331,35828.0584,81526.404787,513273,68388.403624,1,1,0.9472682145,0.0062509291,0.2841813453,55000,36000,82000,0.0076079223,0.2846441424
Graduate degree,Arts,Drama and theater arts,7,2361,56524.973986,37346.476406,81753.74121,222925,70427.7649,1,1,0.9402219643,0.0027149068,0.1234257917,57000,37000,82000,0.0031877637,0.1192675523
Graduate degree,Arts,Music,7,6180,56069.77691,34893.301249,82565.997463,607595,68294.827833,1,1,0.965994062,0.0073996358,0.3364041445,56000,35000,83000,0.0093165434,0.348570791
Graduate degree,Arts,Visual and performing arts,7,644,54350.936525,37610.848075,79352.367326,65052,64922.837527,1,1,0.957359976,0.0007922401,0.0360170219,54000,38000,79000,0.0009708968,0.0363253051
Graduate degree,Arts,Commercial art and graphic design,7,2103,59877.208142,40043.124094,88516.379576,210146,73252.385607,1,1,0.9452595501,0.0025592769,0.1163505054,60000,40000,89000,0.0028897507,0.1081176406
Graduate degree,Arts,"Film, video, and photographic arts",7,862,54795.854023,34784.599376,82589.252609,90648,71099.263844,1,1,0.9163491776,0.0011039626,0.0501886337,55000,35000,83000,0.0012986684,0.0485886093
Graduate degree,Arts,Studio arts,7,1082,52688.321176,34784.599376,73297.96169,96507,59238.782293,1,1,0.9524369094,0.0011753169,0.0534325575,53000,35000,73000,0.0014562919,0.0544859594
Graduate degree,Biology and life sciences,Environmental science,7,2373,69548.583952,48059.80878,101280.95689,222958,84897.377184,1,1,0.9655435373,0.0027153087,0.0311599963,70000,48000,101000,0.0026980959,0.0321095834
Graduate degree,Biology and life sciences,Biology,7,48143,90112.141462,53683.014196,160199.3626,4672735,132873.9242,1,1,0.9803972122,0.0569072113,0.6530485807,90000,54000,160000,0.0545693823,0.6494210048
Graduate degree,Biology and life sciences,Biochemical sciences,7,6402,92912.909185,53683.014196,165131.99493,628639,135736.98328,1,1,0.9774600577,0.0076559215,0.0878568562,93000,54000,165000,0.0072805246,0.0866442939
Graduate degree,Biology and life sciences,Botany,7,664,64951.918004,41306.711759,101743.40742,61838,82321.196185,1,1,0.96200645,0.0007530982,0.0086423087,65000,41000,102000,0.0007943038,0.0094528753
Graduate degree,Biology and life sciences,Molecular biology,7,2150,86718.715239,51889.137782,152615.11112,203039,125431.78712,1,1,0.9693980441,0.0024727238,0.0283761717,87000,52000,153000,0.0023937715,0.0284878705
Graduate degree,Biology and life sciences,Ecology,7,1177,65221.12383,44767.099263,99079.196955,104904,84306.867619,1,1,0.9679674943,0.0012775803,0.0146610943,65000,45000,99000,0.0013024606,0.0155003636
Graduate degree,Biology and life sciences,Microbiology,7,3486,87499.330378,52650.648538,145180.67236,345922,124056.87638,1,1,0.970871326,0.0042128339,0.0483451065,87000,53000,145000,0.004072999,0.048472073
Graduate degree,Biology and life sciences,Zoology,7,3411,98074.737473,55239.014331,193052.37797,316868,145481.58033,1,1,0.9784663284,0.0038589978,0.0442845994,98000,55000,193000,0.0036730964,0.0437129004
Graduate degree,Biology and life sciences,Neuroscience,7,774,61867.696051,47488.82025,109591.70805,81480,104810.46244,1,1,0.9691200658,0.0009923096,0.0113874205,62000,47000,110000,0.0009835729,0.0117053356
Graduate degree,Biology and life sciences,Miscellaneous biology,7,5140,76307.555562,48915.842872,124344.43798,516881,109006.30989,1,1,0.9790475769,0.0062948693,0.0722378657,76000,49000,124000,0.0062595376,0.0744936996
Graduate degree,Business,General business,7,22850,84301.313881,52064.792845,130442.24766,2581780,111346.0749,1,1,0.962678227,0.031442378,0.2103202908,84000,52000,130000,0.0298364822,0.2126701527
Graduate degree,Business,Accounting,7,26313,86961.49844,56780.111169,132105.59594,2593482,115096.67866,1,1,0.9671570228,0.0315848915,0.2112735743,87000,57000,132000,0.0289528404,0.2063716809
Graduate degree,Business,Actuarial science,7,139,106430.40878,63078.499024,180224.28292,13260,140574.04361,1,1,0.9500999291,0.0001614878,0.0010802032,106000,63000,180000,0.0001520242,0.0010836067
Graduate degree,Business,Business management and administration,7,35134,78459.789979,50871.703708,117004.91853,3471231,99696.269978,1,1,0.9590260675,0.0422746156,0.2827778949,78000,51000,117000,0.0397200853,0.2831190538
Graduate degree,Business,Operations logistics and e-commerce,7,908,95657.648284,66133.214821,130231.56149,87499,110545.1481,1,1,0.9617412261,0.0010656123,0.0071279563,96000,66000,130000,0.0009601524,0.0068438283
Graduate degree,Business,Business economics,7,1336,95892.74454,57957.153294,150725.38601,126444,125137.458,1,1,0.9626307822,0.0015399066,0.0103005441,96000,58000,151000,0.0014553305,0.0103733862
Graduate degree,Business,Marketing and marketing research,7,8833,78097.189267,50580.788329,120057.22075,896512,101097.59695,1,1,0.9543582223,0.0109182305,0.0730328163,78000,51000,120000,0.0108064483,0.0770268086
Graduate degree,Business,Finance,7,15072,98074.737473,61076.006991,151188.14845,1569923,131819.98688,1,1,0.9649255662,0.0191194108,0.1278910914,98000,61000,151000,0.017429863,0.1242375557
Graduate degree,Business,Human resources and personnel management,7,3069,73758.957733,47819.401486,106430.40878,329187,91214.927705,1,1,0.9529043209,0.0040090256,0.0268166558,74000,48000,106000,0.0038166373,0.0272044413
Graduate degree,Business,International business,7,1532,78265.348596,51089.880333,115914.30659,156004,97987.734339,1,1,0.9572772827,0.001899905,0.012708599,78000,51000,116000,0.0019612885,0.0139797825
Graduate degree,Business,Hospitality management,7,1109,67153.677936,44035.198647,103778.27556,110658,88922.026062,1,1,0.9410380386,0.0013476557,0.0090145647,67000,44000,104000,0.0014329514,0.0102138718
Graduate degree,Business,Management information systems and statistics,7,2395,91696.763789,64077.256624,126601.19611,233362,107363.86971,1,1,0.9657641632,0.0028420145,0.0190104361,92000,64000,127000,0.002544229,0.0181348983
Graduate degree,Business,Miscellaneous business and medical administration,7,977,73763.649646,48059.80878,115143.29187,106126,97729.60613,1,1,0.9517704615,0.0012924625,0.008645373,74000,48000,115000,0.0012263061,0.0087409332
Graduate degree,Communications and journalism,Communications and mass media,7,13883,65221.12383,44191.211465,97673.67112,1386050,82970.36808,1,1,0.9588428809,0.0168801013,0.6770496744,65000,44000,98000,0.0175624279,0.6836327688
Graduate degree,Communications and journalism,Journalism,7,5115,68494.817529,45056.070731,103236.56576,500705,87975.292567,1,1,0.9612164539,0.0060978689,0.2445814777,68000,45000,103000,0.0061514346,0.2394499383
Graduate degree,Communications and journalism,Advertising and public relations,7,1674,65080.991056,44555.447723,94675.677091,160436,77559.838255,1,1,0.9661804608,0.0019538804,0.0783688479,65000,45000,95000,0.0019759942,0.0769172929
Graduate degree,"Computers, statistics, and mathematics",Computer and information systems,7,3893,84301.313881,59010.919717,111917.74816,424296,94067.0066,1,1,0.9650148334,0.0051673168,0.0937355642,84000,59000,112000,0.0048494458,0.0914628117
Graduate degree,"Computers, statistics, and mathematics",Computer science,7,17111,100124.60162,71557.197801,132573.63439,1826995,114261.57448,1,1,0.9679857284,0.0222501791,0.4036201312,100000,72000,133000,0.0207951099,0.3922054788
Graduate degree,"Computers, statistics, and mathematics",Information sciences,7,1439,89815.812212,61076.006991,121525.83153,149081,99503.554503,1,1,0.9657886976,0.0018155928,0.0329350068,90000,61000,122000,0.0016982594,0.0320299652
Graduate degree,"Computers, statistics, and mathematics",Computer engineering,7,4841,103236.56576,77334.620063,137353.60001,496417,117649.06979,1,1,0.9763655704,0.0060456472,0.1096685512,103000,77000,137000,0.0054425521,0.1026490728
Graduate degree,"Computers, statistics, and mathematics",Miscellaneous computer,7,1726,79032.481764,51618.282881,110087.99662,186794,90008.139613,1,1,0.9451813294,0.002274883,0.0412665709,79000,52000,110000,0.0022392993,0.0422342302
Graduate degree,"Computers, statistics, and mathematics",Mathematics,7,13140,87751.080897,57071.022926,130161.98211,1269421,112574.2212,1,1,0.9707867758,0.0154597273,0.2804407623,88000,57000,130000,0.0158838325,0.2995764942
Graduate degree,"Computers, statistics, and mathematics",Applied mathematics,7,864,103236.56576,65115.780747,147628.28904,80130,125186.46407,1,1,0.9620006727,0.0009758685,0.017702337,103000,65000,148000,0.0009562891,0.018036058
Graduate degree,"Computers, statistics, and mathematics",Statistics and decision science,7,948,97978.316989,66052.79797,131720.80294,93387,115096.60146,1,1,0.9617183762,0.0011373197,0.0206310763,98000,66000,132000,0.0011561691,0.0218058891
Graduate degree,Education,General education,7,28162,58844.842484,44767.099263,77334.620063,3165284,65390.971046,1,1,0.9752720125,0.0385486199,0.3138200389,59000,45000,77000,0.0412863495,0.3049352167
Graduate degree,Education,Elementary education,7,30730,56976.308153,45784.533337,72265.596033,2648200,61424.734254,1,1,0.984508115,0.0322512783,0.2625540795,57000,46000,72000,0.037438476,0.2765153597
Graduate degree,Education,Mathematics teacher education,7,2380,61941.939457,49553.551565,79544.180636,208796,69102.260803,1,1,0.9888072072,0.0025428359,0.0207009446,62000,50000,80000,0.0027281571,0.0201497878
Graduate degree,Education,Physical and health education teaching,7,5866,66286.817197,49715.112898,88048.51717,529308,76156.779019,1,1,0.9780018883,0.0064462124,0.0524779,66000,50000,88000,0.0068115444,0.0503091167
